time,humidity,prediction,scoring_id,scoring_timestamp
8692,25,92.64646882,d259458e4b759ae66dce820ba685cd82-1652,2022-08-09 07:30:12.401
8699,25,92.63938018,d259458e4b759ae66dce820ba685cd82-1653,2022-08-09 07:30:12.401
8705,25,92.63330421,d259458e4b759ae66dce820ba685cd82-1654,2022-08-09 07:30:12.401
8712,25,92.62621557,d259458e4b759ae66dce820ba685cd82-1655,2022-08-09 07:30:12.401
8719,25,92.61912694,d259458e4b759ae66dce820ba685cd82-1656,2022-08-09 07:30:12.401
8725,25,92.61305096,d259458e4b759ae66dce820ba685cd82-1657,2022-08-09 07:30:12.401
8732,26,92.00055687,d259458e4b759ae66dce820ba685cd82-1658,2022-08-09 07:30:12.401
8739,26,91.99346824,d259458e4b759ae66dce820ba685cd82-1659,2022-08-09 07:30:12.401
8745,26,91.98739226,d259458e4b759ae66dce820ba685cd82-1660,2022-08-09 07:30:12.401
8757,26,91.97524032,d259458e4b759ae66dce820ba685cd82-1661,2022-08-09 07:30:12.401
8764,26,91.96815168,d259458e4b759ae66dce820ba685cd82-1662,2022-08-09 07:30:12.401
8773,26,91.95903772,d259458e4b759ae66dce820ba685cd82-1663,2022-08-09 07:30:12.401
8779,26,91.95296175,d259458e4b759ae66dce820ba685cd82-1664,2022-08-09 07:30:12.401
8800,26,91.93169584,d259458e4b759ae66dce820ba685cd82-1665,2022-08-09 07:30:12.401
8805,27,91.32122707,d259458e4b759ae66dce820ba685cd82-1666,2022-08-09 07:30:12.401
8812,27,91.31413844,d259458e4b759ae66dce820ba685cd82-1667,2022-08-09 07:30:12.401
8848,27,91.2776826,d259458e4b759ae66dce820ba685cd82-1668,2022-08-09 07:30:12.401
8853,27,91.27261928,d259458e4b759ae66dce820ba685cd82-1669,2022-08-09 07:30:12.401
8862,27,91.26350532,d259458e4b759ae66dce820ba685cd82-1670,2022-08-09 07:30:12.401
8869,27,91.25641669,d259458e4b759ae66dce820ba685cd82-1671,2022-08-09 07:30:12.401
8875,27,91.25034071,d259458e4b759ae66dce820ba685cd82-1672,2022-08-09 07:30:12.401
8882,27,91.24325208,d259458e4b759ae66dce820ba685cd82-1673,2022-08-09 07:30:12.401
8889,27,91.23616344,d259458e4b759ae66dce820ba685cd82-1674,2022-08-09 07:30:12.401
8895,27,91.23008747,d259458e4b759ae66dce820ba685cd82-1675,2022-08-09 07:30:12.401
8902,27,91.22299883,d259458e4b759ae66dce820ba685cd82-1676,2022-08-09 07:30:12.401
8918,27,91.20679623,d259458e4b759ae66dce820ba685cd82-1677,2022-08-09 07:30:12.401
8929,27,91.19565695,d259458e4b759ae66dce820ba685cd82-1678,2022-08-09 07:30:12.401
8941,28,90.57809955,d259458e4b759ae66dce820ba685cd82-1679,2022-08-09 07:30:12.401
8948,28,90.57101091,d259458e4b759ae66dce820ba685cd82-1680,2022-08-09 07:30:12.401
8954,28,90.56493494,d259458e4b759ae66dce820ba685cd82-1681,2022-08-09 07:30:12.401
8961,28,90.5578463,d259458e4b759ae66dce820ba685cd82-1682,2022-08-09 07:30:12.401
8965,28,90.55379565,d259458e4b759ae66dce820ba685cd82-1683,2022-08-09 07:30:12.401
8976,27,91.14806182,d259458e4b759ae66dce820ba685cd82-1684,2022-08-09 07:30:12.401
8993,27,91.13084656,d259458e4b759ae66dce820ba685cd82-1685,2022-08-09 07:30:12.401
8912,32,88.18584494,d259458e4b759ae66dce820ba685cd82-1686,2022-08-09 07:30:12.401
8920,32,88.17774364,d259458e4b759ae66dce820ba685cd82-1687,2022-08-09 07:30:12.401
8928,32,88.16964235,d259458e4b759ae66dce820ba685cd82-1688,2022-08-09 07:30:12.401
8939,33,87.55309761,d259458e4b759ae66dce820ba685cd82-1689,2022-08-09 07:30:12.401
8947,33,87.54499631,d259458e4b759ae66dce820ba685cd82-1690,2022-08-09 07:30:12.401
8952,33,87.539933,d259458e4b759ae66dce820ba685cd82-1691,2022-08-09 07:30:12.401
8957,33,87.53486969,d259458e4b759ae66dce820ba685cd82-1692,2022-08-09 07:30:12.401
8962,33,87.52980638,d259458e4b759ae66dce820ba685cd82-1693,2022-08-09 07:30:12.401
8976,34,86.91022365,d259458e4b759ae66dce820ba685cd82-1694,2022-08-09 07:30:12.401
8984,34,86.90212235,d259458e4b759ae66dce820ba685cd82-1695,2022-08-09 07:30:12.401
8990,34,86.89604638,d259458e4b759ae66dce820ba685cd82-1696,2022-08-09 07:30:12.401
8996,34,86.8899704,d259458e4b759ae66dce820ba685cd82-1697,2022-08-09 07:30:12.401
9001,34,86.88490709,d259458e4b759ae66dce820ba685cd82-1698,2022-08-09 07:30:12.401
9006,34,86.87984378,d259458e4b759ae66dce820ba685cd82-1699,2022-08-09 07:30:12.401
9011,34,86.87478047,d259458e4b759ae66dce820ba685cd82-1700,2022-08-09 07:30:12.401
9022,34,86.86364118,d259458e4b759ae66dce820ba685cd82-1701,2022-08-09 07:30:12.401
9108,26,91.61979585,d259458e4b759ae66dce820ba685cd82-1702,2022-08-09 07:30:12.401
9115,34,86.76946359,d259458e4b759ae66dce820ba685cd82-1703,2022-08-09 07:30:12.401
9120,34,86.76440028,d259458e4b759ae66dce820ba685cd82-1704,2022-08-09 07:30:12.401
9124,34,86.76034963,d259458e4b759ae66dce820ba685cd82-1705,2022-08-09 07:30:12.401
9133,34,86.75123567,d259458e4b759ae66dce820ba685cd82-1706,2022-08-09 07:30:12.401
9139,35,86.13975424,d259458e4b759ae66dce820ba685cd82-1707,2022-08-09 07:30:12.401
9144,35,86.13469093,d259458e4b759ae66dce820ba685cd82-1708,2022-08-09 07:30:12.401
9151,36,85.52219684,d259458e4b759ae66dce820ba685cd82-1709,2022-08-09 07:30:12.401
9156,36,85.51713353,d259458e4b759ae66dce820ba685cd82-1710,2022-08-09 07:30:12.401
9161,36,85.51207022,d259458e4b759ae66dce820ba685cd82-1711,2022-08-09 07:30:12.401
9168,36,85.50498158,d259458e4b759ae66dce820ba685cd82-1712,2022-08-09 07:30:12.401
9173,36,85.49991827,d259458e4b759ae66dce820ba685cd82-1713,2022-08-09 07:30:12.401
9178,36,85.49485496,d259458e4b759ae66dce820ba685cd82-1714,2022-08-09 07:30:12.401
9182,36,85.49080431,d259458e4b759ae66dce820ba685cd82-1715,2022-08-09 07:30:12.401
9187,36,85.485741,d259458e4b759ae66dce820ba685cd82-1716,2022-08-09 07:30:12.401
9193,36,85.47966503,d259458e4b759ae66dce820ba685cd82-1717,2022-08-09 07:30:12.401
9197,36,85.47561438,d259458e4b759ae66dce820ba685cd82-1718,2022-08-09 07:30:12.401
9202,36,85.47055107,d259458e4b759ae66dce820ba685cd82-1719,2022-08-09 07:30:12.401
9207,36,85.46548775,d259458e4b759ae66dce820ba685cd82-1720,2022-08-09 07:30:12.401
9212,36,85.46042444,d259458e4b759ae66dce820ba685cd82-1721,2022-08-09 07:30:12.401
9225,36,85.44725983,d259458e4b759ae66dce820ba685cd82-1722,2022-08-09 07:30:12.401
9230,36,85.44219652,d259458e4b759ae66dce820ba685cd82-1723,2022-08-09 07:30:12.401
9237,36,85.43510788,d259458e4b759ae66dce820ba685cd82-1724,2022-08-09 07:30:12.401
9243,36,85.42903191,d259458e4b759ae66dce820ba685cd82-1725,2022-08-09 07:30:12.401
9248,36,85.4239686,d259458e4b759ae66dce820ba685cd82-1726,2022-08-09 07:30:12.401
9257,36,85.41485464,d259458e4b759ae66dce820ba685cd82-1727,2022-08-09 07:30:12.401
9263,36,85.40877867,d259458e4b759ae66dce820ba685cd82-1728,2022-08-09 07:30:12.401
9268,36,85.40371535,d259458e4b759ae66dce820ba685cd82-1729,2022-08-09 07:30:12.401
9273,36,85.39865204,d259458e4b759ae66dce820ba685cd82-1730,2022-08-09 07:30:12.401
9277,36,85.39460139,d259458e4b759ae66dce820ba685cd82-1731,2022-08-09 07:30:12.401
9282,36,85.38953808,d259458e4b759ae66dce820ba685cd82-1732,2022-08-09 07:30:12.401
9292,36,85.37941146,d259458e4b759ae66dce820ba685cd82-1733,2022-08-09 07:30:12.401
9297,36,85.37434815,d259458e4b759ae66dce820ba685cd82-1734,2022-08-09 07:30:12.401
9330,36,85.34093029,d259458e4b759ae66dce820ba685cd82-1735,2022-08-09 07:30:12.401
9364,36,85.30649977,d259458e4b759ae66dce820ba685cd82-1736,2022-08-09 07:30:12.401
9397,36,85.27308192,d259458e4b759ae66dce820ba685cd82-1737,2022-08-09 07:30:12.401
9431,37,84.63324595,d259458e4b759ae66dce820ba685cd82-1738,2022-08-09 07:30:12.401
9465,37,84.59881543,d259458e4b759ae66dce820ba685cd82-1739,2022-08-09 07:30:12.401
9501,37,84.56235959,d259458e4b759ae66dce820ba685cd82-1740,2022-08-09 07:30:12.401
9534,37,84.52894173,d259458e4b759ae66dce820ba685cd82-1741,2022-08-09 07:30:12.401
9568,37,84.49451121,d259458e4b759ae66dce820ba685cd82-1742,2022-08-09 07:30:12.401
9601,36,85.06649881,d259458e4b759ae66dce820ba685cd82-1743,2022-08-09 07:30:12.401
9635,20,94.71855554,d259458e4b759ae66dce820ba685cd82-1744,2022-08-09 07:30:12.401
9669,26,91.0516923,d259458e4b759ae66dce820ba685cd82-1745,2022-08-09 07:30:12.401
9702,30,88.59665263,d259458e4b759ae66dce820ba685cd82-1746,2022-08-09 07:30:12.401
9736,32,87.35141121,d259458e4b759ae66dce820ba685cd82-1747,2022-08-09 07:30:12.401
9769,37,84.29096609,d259458e4b759ae66dce820ba685cd82-1748,2022-08-09 07:30:12.401
9803,39,83.04572467,d259458e4b759ae66dce820ba685cd82-1749,2022-08-09 07:30:12.401
9837,41,81.80048324,d259458e4b759ae66dce820ba685cd82-1750,2022-08-09 07:30:12.401
9856,41,81.78124266,d259458e4b759ae66dce820ba685cd82-1751,2022-08-09 07:30:12.401
9863,41,81.77415402,d259458e4b759ae66dce820ba685cd82-1752,2022-08-09 07:30:12.401
9870,41,81.76706539,d259458e4b759ae66dce820ba685cd82-1753,2022-08-09 07:30:12.401
9877,41,81.75997675,d259458e4b759ae66dce820ba685cd82-1754,2022-08-09 07:30:12.401
9882,41,81.75491344,d259458e4b759ae66dce820ba685cd82-1755,2022-08-09 07:30:12.401
9887,41,81.74985013,d259458e4b759ae66dce820ba685cd82-1756,2022-08-09 07:30:12.401
9894,41,81.74276149,d259458e4b759ae66dce820ba685cd82-1757,2022-08-09 07:30:12.401
9904,42,81.12722941,d259458e4b759ae66dce820ba685cd82-1758,2022-08-09 07:30:12.401
9909,42,81.1221661,d259458e4b759ae66dce820ba685cd82-1759,2022-08-09 07:30:12.401
9913,43,80.51271,d259458e4b759ae66dce820ba685cd82-1760,2022-08-09 07:30:12.401
9918,43,80.50764669,d259458e4b759ae66dce820ba685cd82-1761,2022-08-09 07:30:12.401
9923,43,80.50258338,d259458e4b759ae66dce820ba685cd82-1762,2022-08-09 07:30:12.401
9928,43,80.49752007,d259458e4b759ae66dce820ba685cd82-1763,2022-08-09 07:30:12.401
9932,44,79.88806396,d259458e4b759ae66dce820ba685cd82-1764,2022-08-09 07:30:12.401
9942,44,79.87793734,d259458e4b759ae66dce820ba685cd82-1765,2022-08-09 07:30:12.401
9947,44,79.87287403,d259458e4b759ae66dce820ba685cd82-1766,2022-08-09 07:30:12.401
9952,43,80.47321617,d259458e4b759ae66dce820ba685cd82-1767,2022-08-09 07:30:12.401
9962,41,81.67390045,d259458e4b759ae66dce820ba685cd82-1768,2022-08-09 07:30:12.401
9967,41,81.66883714,d259458e4b759ae66dce820ba685cd82-1769,2022-08-09 07:30:12.401
9976,41,81.65972318,d259458e4b759ae66dce820ba685cd82-1770,2022-08-09 07:30:12.401
9986,41,81.64959656,d259458e4b759ae66dce820ba685cd82-1771,2022-08-09 07:30:12.401
9993,40,82.24791338,d259458e4b759ae66dce820ba685cd82-1772,2022-08-09 07:30:12.401
9998,41,81.63744461,d259458e4b759ae66dce820ba685cd82-1773,2022-08-09 07:30:12.401
10005,40,82.23576143,d259458e4b759ae66dce820ba685cd82-1774,2022-08-09 07:30:12.401
10011,40,82.22968546,d259458e4b759ae66dce820ba685cd82-1775,2022-08-09 07:30:12.401
10016,40,82.22462214,d259458e4b759ae66dce820ba685cd82-1776,2022-08-09 07:30:12.401
10021,40,82.21955883,d259458e4b759ae66dce820ba685cd82-1777,2022-08-09 07:30:12.401
10026,40,82.21449552,d259458e4b759ae66dce820ba685cd82-1778,2022-08-09 07:30:12.401
10031,40,82.20943221,d259458e4b759ae66dce820ba685cd82-1779,2022-08-09 07:30:12.401
10036,40,82.2043689,d259458e4b759ae66dce820ba685cd82-1780,2022-08-09 07:30:12.401
10043,40,82.19728026,d259458e4b759ae66dce820ba685cd82-1781,2022-08-09 07:30:12.401
8904,29,90.0101626,d259458e4b759ae66dce820ba685cd82-1782,2022-08-09 07:30:12.401
8911,29,90.00307396,d259458e4b759ae66dce820ba685cd82-1783,2022-08-09 07:30:12.401
8917,29,89.99699799,d259458e4b759ae66dce820ba685cd82-1784,2022-08-09 07:30:12.401
8924,29,89.98990935,d259458e4b759ae66dce820ba685cd82-1785,2022-08-09 07:30:12.401
8931,30,89.37741527,d259458e4b759ae66dce820ba685cd82-1786,2022-08-09 07:30:12.401
8937,30,89.37133929,d259458e4b759ae66dce820ba685cd82-1787,2022-08-09 07:30:12.401
8952,30,89.35614936,d259458e4b759ae66dce820ba685cd82-1788,2022-08-09 07:30:12.401
8956,30,89.35209871,d259458e4b759ae66dce820ba685cd82-1789,2022-08-09 07:30:12.401
8963,30,89.34501007,d259458e4b759ae66dce820ba685cd82-1790,2022-08-09 07:30:12.401
8969,30,89.3389341,d259458e4b759ae66dce820ba685cd82-1791,2022-08-09 07:30:12.401
8975,30,89.33285812,d259458e4b759ae66dce820ba685cd82-1792,2022-08-09 07:30:12.401
8989,30,89.31868085,d259458e4b759ae66dce820ba685cd82-1793,2022-08-09 07:30:12.401
8993,30,89.3146302,d259458e4b759ae66dce820ba685cd82-1794,2022-08-09 07:30:12.401
8999,30,89.30855423,d259458e4b759ae66dce820ba685cd82-1795,2022-08-09 07:30:12.401
9011,30,89.29640228,d259458e4b759ae66dce820ba685cd82-1796,2022-08-09 07:30:12.401
9017,30,89.29032631,d259458e4b759ae66dce820ba685cd82-1797,2022-08-09 07:30:12.401
9026,30,89.28121235,d259458e4b759ae66dce820ba685cd82-1798,2022-08-09 07:30:12.401
9038,29,89.87446585,d259458e4b759ae66dce820ba685cd82-1799,2022-08-09 07:30:12.401
9045,29,89.86737722,d259458e4b759ae66dce820ba685cd82-1800,2022-08-09 07:30:12.401
9057,29,89.85522527,d259458e4b759ae66dce820ba685cd82-1801,2022-08-09 07:30:12.401
9060,29,89.85218728,d259458e4b759ae66dce820ba685cd82-1802,2022-08-09 07:30:12.401
9067,29,89.84509865,d259458e4b759ae66dce820ba685cd82-1803,2022-08-09 07:30:12.401
9074,29,89.83801001,d259458e4b759ae66dce820ba685cd82-1804,2022-08-09 07:30:12.401
9083,29,89.82889605,d259458e4b759ae66dce820ba685cd82-1805,2022-08-09 07:30:12.401
9089,29,89.82282008,d259458e4b759ae66dce820ba685cd82-1806,2022-08-09 07:30:12.401
9099,29,89.81269345,d259458e4b759ae66dce820ba685cd82-1807,2022-08-09 07:30:12.401
9103,29,89.8086428,d259458e4b759ae66dce820ba685cd82-1808,2022-08-09 07:30:12.401
9109,29,89.80256683,d259458e4b759ae66dce820ba685cd82-1809,2022-08-09 07:30:12.401
9116,29,89.79547819,d259458e4b759ae66dce820ba685cd82-1810,2022-08-09 07:30:12.401
9123,29,89.78838956,d259458e4b759ae66dce820ba685cd82-1811,2022-08-09 07:30:12.401
9129,30,89.17690813,d259458e4b759ae66dce820ba685cd82-1812,2022-08-09 07:30:12.401
9136,29,89.77522495,d259458e4b759ae66dce820ba685cd82-1813,2022-08-09 07:30:12.401
9148,29,89.763073,d259458e4b759ae66dce820ba685cd82-1814,2022-08-09 07:30:12.401
9152,28,90.3644278,d259458e4b759ae66dce820ba685cd82-1815,2022-08-09 07:30:12.401
9164,28,90.35227586,d259458e4b759ae66dce820ba685cd82-1816,2022-08-09 07:30:12.401
9171,28,90.34518722,d259458e4b759ae66dce820ba685cd82-1817,2022-08-09 07:30:12.401
9179,28,90.33708592,d259458e4b759ae66dce820ba685cd82-1818,2022-08-09 07:30:12.401
9186,28,90.32999729,d259458e4b759ae66dce820ba685cd82-1819,2022-08-09 07:30:12.401
9192,28,90.32392131,d259458e4b759ae66dce820ba685cd82-1820,2022-08-09 07:30:12.401
9196,28,90.31987066,d259458e4b759ae66dce820ba685cd82-1821,2022-08-09 07:30:12.401
9203,28,90.31278203,d259458e4b759ae66dce820ba685cd82-1822,2022-08-09 07:30:12.401
9209,28,90.30670605,d259458e4b759ae66dce820ba685cd82-1823,2022-08-09 07:30:12.401
9216,28,90.29961742,d259458e4b759ae66dce820ba685cd82-1824,2022-08-09 07:30:12.401
9225,28,90.29050346,d259458e4b759ae66dce820ba685cd82-1825,2022-08-09 07:30:12.401
9234,28,90.2813895,d259458e4b759ae66dce820ba685cd82-1826,2022-08-09 07:30:12.401
9238,28,90.27733885,d259458e4b759ae66dce820ba685cd82-1827,2022-08-09 07:30:12.401
9245,28,90.27025021,d259458e4b759ae66dce820ba685cd82-1828,2022-08-09 07:30:12.401
9252,28,90.26316157,d259458e4b759ae66dce820ba685cd82-1829,2022-08-09 07:30:12.401
9258,28,90.2570856,d259458e4b759ae66dce820ba685cd82-1830,2022-08-09 07:30:12.401
9265,28,90.24999696,d259458e4b759ae66dce820ba685cd82-1831,2022-08-09 07:30:12.401
9274,28,90.240883,d259458e4b759ae66dce820ba685cd82-1832,2022-08-09 07:30:12.401
9281,28,90.23379437,d259458e4b759ae66dce820ba685cd82-1833,2022-08-09 07:30:12.401
9287,28,90.22771839,d259458e4b759ae66dce820ba685cd82-1834,2022-08-09 07:30:12.401
9294,28,90.22062976,d259458e4b759ae66dce820ba685cd82-1835,2022-08-09 07:30:12.401
9311,28,90.2034145,d259458e4b759ae66dce820ba685cd82-1836,2022-08-09 07:30:12.401
9317,28,90.19733852,d259458e4b759ae66dce820ba685cd82-1837,2022-08-09 07:30:12.401
9324,27,90.79565534,d259458e4b759ae66dce820ba685cd82-1838,2022-08-09 07:30:12.401
9330,27,90.78957937,d259458e4b759ae66dce820ba685cd82-1839,2022-08-09 07:30:12.401
9336,27,90.78350339,d259458e4b759ae66dce820ba685cd82-1840,2022-08-09 07:30:12.401
9342,27,90.77742742,d259458e4b759ae66dce820ba685cd82-1841,2022-08-09 07:30:12.401
9349,27,90.77033878,d259458e4b759ae66dce820ba685cd82-1842,2022-08-09 07:30:12.401
9360,26,91.36460495,d259458e4b759ae66dce820ba685cd82-1843,2022-08-09 07:30:12.401
9367,26,91.35751632,d259458e4b759ae66dce820ba685cd82-1844,2022-08-09 07:30:12.401
9373,26,91.35144034,d259458e4b759ae66dce820ba685cd82-1845,2022-08-09 07:30:12.401
9382,26,91.34232638,d259458e4b759ae66dce820ba685cd82-1846,2022-08-09 07:30:12.401
9392,25,91.93760521,d259458e4b759ae66dce820ba685cd82-1847,2022-08-09 07:30:12.401
9398,25,91.93152924,d259458e4b759ae66dce820ba685cd82-1848,2022-08-09 07:30:12.401
9405,24,92.52984605,d259458e4b759ae66dce820ba685cd82-1849,2022-08-09 07:30:12.401
9412,24,92.52275742,d259458e4b759ae66dce820ba685cd82-1850,2022-08-09 07:30:12.401
9418,24,92.51668144,d259458e4b759ae66dce820ba685cd82-1851,2022-08-09 07:30:12.401
9425,24,92.50959281,d259458e4b759ae66dce820ba685cd82-1852,2022-08-09 07:30:12.401
9431,24,92.50351683,d259458e4b759ae66dce820ba685cd82-1853,2022-08-09 07:30:12.401
9438,23,93.10183365,d259458e4b759ae66dce820ba685cd82-1854,2022-08-09 07:30:12.401
9445,23,93.09474502,d259458e4b759ae66dce820ba685cd82-1855,2022-08-09 07:30:12.401
9451,23,93.08866904,d259458e4b759ae66dce820ba685cd82-1856,2022-08-09 07:30:12.401
9458,22,93.68698586,d259458e4b759ae66dce820ba685cd82-1857,2022-08-09 07:30:12.401
9465,22,93.67989722,d259458e4b759ae66dce820ba685cd82-1858,2022-08-09 07:30:12.401
9476,21,94.27416339,d259458e4b759ae66dce820ba685cd82-1859,2022-08-09 07:30:12.401
9481,21,94.26910008,d259458e4b759ae66dce820ba685cd82-1860,2022-08-09 07:30:12.401
9487,21,94.26302411,d259458e4b759ae66dce820ba685cd82-1861,2022-08-09 07:30:12.401
9494,21,94.25593547,d259458e4b759ae66dce820ba685cd82-1862,2022-08-09 07:30:12.401
9500,21,94.2498595,d259458e4b759ae66dce820ba685cd82-1863,2022-08-09 07:30:12.401
9512,21,94.23770755,d259458e4b759ae66dce820ba685cd82-1864,2022-08-09 07:30:12.401
9517,21,94.23264424,d259458e4b759ae66dce820ba685cd82-1865,2022-08-09 07:30:12.401
9523,21,94.22656826,d259458e4b759ae66dce820ba685cd82-1866,2022-08-09 07:30:12.401
9530,21,94.21947963,d259458e4b759ae66dce820ba685cd82-1867,2022-08-09 07:30:12.401
9536,21,94.21340365,d259458e4b759ae66dce820ba685cd82-1868,2022-08-09 07:30:12.401
9542,21,94.20732768,d259458e4b759ae66dce820ba685cd82-1869,2022-08-09 07:30:12.401
9548,21,94.20125171,d259458e4b759ae66dce820ba685cd82-1870,2022-08-09 07:30:12.401
9555,20,94.79956852,d259458e4b759ae66dce820ba685cd82-1871,2022-08-09 07:30:12.401
9561,20,94.79349255,d259458e4b759ae66dce820ba685cd82-1872,2022-08-09 07:30:12.401
9567,20,94.78741657,d259458e4b759ae66dce820ba685cd82-1873,2022-08-09 07:30:12.401
9574,20,94.78032794,d259458e4b759ae66dce820ba685cd82-1874,2022-08-09 07:30:12.401
9583,21,94.16580852,d259458e4b759ae66dce820ba685cd82-1875,2022-08-09 07:30:12.401
9589,20,94.765138,d259458e4b759ae66dce820ba685cd82-1876,2022-08-09 07:30:12.401
9596,20,94.75804937,d259458e4b759ae66dce820ba685cd82-1877,2022-08-09 07:30:12.401
9605,20,94.74893541,d259458e4b759ae66dce820ba685cd82-1878,2022-08-09 07:30:12.401
9612,20,94.74184677,d259458e4b759ae66dce820ba685cd82-1879,2022-08-09 07:30:12.401
9621,19,95.33813826,d259458e4b759ae66dce820ba685cd82-1880,2022-08-09 07:30:12.401
9628,19,95.33104963,d259458e4b759ae66dce820ba685cd82-1881,2022-08-09 07:30:12.401
9634,19,95.32497365,d259458e4b759ae66dce820ba685cd82-1882,2022-08-09 07:30:12.401
9641,19,95.31788502,d259458e4b759ae66dce820ba685cd82-1883,2022-08-09 07:30:12.401
9647,19,95.31180904,d259458e4b759ae66dce820ba685cd82-1884,2022-08-09 07:30:12.401
9654,19,95.30472041,d259458e4b759ae66dce820ba685cd82-1885,2022-08-09 07:30:12.401
9666,19,95.29256846,d259458e4b759ae66dce820ba685cd82-1886,2022-08-09 07:30:12.401
9673,19,95.28547982,d259458e4b759ae66dce820ba685cd82-1887,2022-08-09 07:30:12.401
9682,19,95.27636586,d259458e4b759ae66dce820ba685cd82-1888,2022-08-09 07:30:12.401
9691,19,95.2672519,d259458e4b759ae66dce820ba685cd82-1889,2022-08-09 07:30:12.401
9695,20,94.6577958,d259458e4b759ae66dce820ba685cd82-1890,2022-08-09 07:30:12.401
9702,20,94.65070716,d259458e4b759ae66dce820ba685cd82-1891,2022-08-09 07:30:12.401
9708,19,95.25003664,d259458e4b759ae66dce820ba685cd82-1892,2022-08-09 07:30:12.401
9715,19,95.24294801,d259458e4b759ae66dce820ba685cd82-1893,2022-08-09 07:30:12.401
9724,20,94.62842859,d259458e4b759ae66dce820ba685cd82-1894,2022-08-09 07:30:12.401
9731,20,94.62133996,d259458e4b759ae66dce820ba685cd82-1895,2022-08-09 07:30:12.401
9737,20,94.61526398,d259458e4b759ae66dce820ba685cd82-1896,2022-08-09 07:30:12.401
9744,21,94.00276989,d259458e4b759ae66dce820ba685cd82-1897,2022-08-09 07:30:12.401
9751,21,93.99568126,d259458e4b759ae66dce820ba685cd82-1898,2022-08-09 07:30:12.401
9760,21,93.9865673,d259458e4b759ae66dce820ba685cd82-1899,2022-08-09 07:30:12.401
9769,21,93.97745334,d259458e4b759ae66dce820ba685cd82-1900,2022-08-09 07:30:12.401
9775,21,93.97137736,d259458e4b759ae66dce820ba685cd82-1901,2022-08-09 07:30:12.401
9779,21,93.96732671,d259458e4b759ae66dce820ba685cd82-1902,2022-08-09 07:30:12.401
9788,21,93.95821275,d259458e4b759ae66dce820ba685cd82-1903,2022-08-09 07:30:12.401
9795,20,94.55652957,d259458e4b759ae66dce820ba685cd82-1904,2022-08-09 07:30:12.401
